household_id,geo_lat,geo_lon,village_id,season,year,age,gender,education_level,land_holding_size,mobile_money_txn_count,agri_input_spend,previous_loan_default,credit_access_score,psychometric_resilience,credit_score_label,soil_ph,soil_texture,bulk_density,soc_percent,land_cover_type,ndvi,evi,lst_day,rainfall_mm,soc_class_label,model_partition,data_source,proxy_flag,explainability_tag,timestamp,satellite_id,region_code
HH_00524,27.19164352355569,80.28707319884053,VLG_082,Rabi,2024,54,M,Primary,4.33,6,650.0,0,0.082,0.745,Medium,6.34,Sandy,1.3,0.59,Barren,0.396,0.322,34.8,472.8,Low,validation,satellite,0,"ndvi,soc_percent",2022-01-22 20:00:00,MODIS,MH-NGP
HH_00525,25.34346579897485,75.34376858351725,VLG_024,Zaid,2022,44,F,Primary,0.42,8,599.3,1,0.058,0.258,High,6.42,Loamy,1.23,0.93,Agriculture,0.494,0.639,36.0,542.7,High,train,survey,0,"psychometric_resilience,agri_input_spend",2022-01-22 21:00:00,Landsat-8,BR-PTN
HH_00526,25.074097511688326,81.38963021973285,VLG_049,Kharif,2024,45,F,Graduate+,1.68,8,1052.71,0,0.109,0.79,Low,6.49,Clayey,1.11,0.86,Agriculture,0.721,0.365,32.6,435.6,Medium,train,synthetic,0,"age,txn_count",2022-01-22 22:00:00,Landsat-8,UP-KNP
HH_00527,24.36703535965353,75.81447212891159,VLG_013,Rabi,2023,20,F,None,6.52,11,996.93,0,0.692,0.37,High,6.27,Loamy,1.26,0.63,Forest,0.289,0.15,33.7,765.0,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-22 23:00:00,MODIS,MP-GWL
HH_00528,23.281877483254636,79.35014594340224,VLG_005,Rabi,2024,53,F,Primary,2.03,10,670.12,0,0.255,0.885,Medium,6.31,Loamy,1.36,0.63,Agriculture,0.8,0.186,31.5,633.6,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-23 00:00:00,Landsat-8,BR-PTN
HH_00529,27.323611881275266,77.92655097667408,VLG_075,Kharif,2023,60,M,None,1.16,10,714.37,0,0.363,0.592,Medium,6.61,Loamy,1.45,1.32,Forest,0.426,0.463,31.4,652.2,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-23 01:00:00,Landsat-8,BR-PTN
HH_00530,27.06450504565039,80.45427950211713,VLG_083,Zaid,2025,25,F,Primary,2.52,8,1575.95,0,0.436,0.676,High,5.94,Loamy,1.28,0.16,Barren,0.305,0.349,24.2,467.6,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-23 02:00:00,Sentinel-2,UP-KNP
HH_00531,27.998588366430653,76.33416335523206,VLG_086,Zaid,2023,61,F,Secondary,3.48,11,560.57,0,0.039,0.82,Low,6.26,Loamy,1.29,0.34,Agriculture,0.459,0.112,32.5,628.3,Low,test,satellite,0,"ndvi,soc_percent",2022-01-23 03:00:00,MODIS,MP-GWL
HH_00532,27.983184185369527,81.91643401973319,VLG_029,Rabi,2023,58,F,Primary,1.79,7,1663.15,0,0.171,0.618,High,7.03,Sandy,1.27,0.74,Agriculture,0.849,0.601,36.1,624.4,Low,train,satellite,0,"age,txn_count",2022-01-23 04:00:00,Sentinel-2,MP-GWL
HH_00533,25.77715852801314,82.9501153692847,VLG_029,Kharif,2023,54,F,Secondary,4.11,8,339.99,0,0.468,0.462,Medium,6.07,Clayey,1.33,1.1,Forest,0.595,0.403,35.3,232.9,Medium,test,synthetic,0,"ndvi,soc_percent",2022-01-23 05:00:00,MODIS,BR-PTN
HH_00534,26.844937075902553,76.63354449743156,VLG_037,Zaid,2024,62,M,Graduate+,1.45,11,605.32,1,0.314,0.648,Low,5.99,Sandy,1.25,0.54,Agriculture,0.445,0.571,33.1,401.6,High,train,synthetic,0,"age,txn_count",2022-01-23 06:00:00,MODIS,RJ-BHL
HH_00535,27.72382864941214,76.04313087351882,VLG_057,Kharif,2022,55,F,None,3.54,9,1057.87,0,0.191,0.505,Medium,5.92,Sandy,1.36,0.97,Agriculture,0.501,0.598,32.0,488.2,High,test,synthetic,0,"age,txn_count",2022-01-23 07:00:00,Sentinel-2,RJ-BHL
HH_00536,27.248236953387057,76.45515482787359,VLG_093,Kharif,2022,39,M,Secondary,6.07,11,1231.01,0,0.091,0.81,Low,6.08,Sandy,1.07,0.27,Forest,0.717,0.201,29.2,704.5,Medium,train,satellite,0,"ndvi,soc_percent",2022-01-23 08:00:00,Landsat-8,RJ-BHL
HH_00537,24.23674050871599,83.77127561898502,VLG_040,Rabi,2023,31,M,None,1.39,11,710.55,0,0.428,0.371,Low,6.88,Clayey,1.35,0.72,Forest,0.231,0.631,30.6,536.4,Medium,test,survey,0,"age,txn_count",2022-01-23 09:00:00,Sentinel-2,MH-NGP
HH_00538,25.252720676550467,80.28189261756356,VLG_093,Kharif,2024,32,M,None,1.86,12,944.37,0,0.376,0.672,Medium,6.91,Loamy,1.26,0.89,Forest,0.866,0.316,37.8,724.1,Medium,validation,synthetic,0,"age,txn_count",2022-01-23 10:00:00,MODIS,MP-GWL
HH_00539,23.645797075757475,79.67260996007502,VLG_056,Kharif,2022,63,F,Secondary,1.88,6,851.78,0,0.383,0.919,Medium,6.89,Sandy,1.29,1.06,Agriculture,0.783,0.21,35.1,686.4,Low,train,satellite,0,"age,txn_count",2022-01-23 11:00:00,MODIS,MH-NGP
HH_00540,27.770255136293613,76.06711819102354,VLG_035,Kharif,2025,21,M,Secondary,3.04,5,581.4,0,0.07,0.769,Low,6.73,Loamy,1.14,0.98,Agriculture,0.821,0.326,31.9,324.2,High,validation,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-23 12:00:00,Landsat-8,MH-NGP
HH_00541,26.0308731722544,81.49556006756961,VLG_063,Zaid,2025,35,F,Primary,3.46,10,1879.14,0,0.515,0.737,Medium,6.68,Loamy,1.3,0.24,Agriculture,0.667,0.685,36.9,705.3,Medium,train,synthetic,0,"ndvi,soc_percent",2022-01-23 13:00:00,Landsat-8,UP-KNP
HH_00542,24.143214027517313,83.6799959189509,VLG_097,Rabi,2024,18,M,None,0.06,20,431.18,0,0.101,0.766,Low,6.94,Sandy,1.35,0.8,Agriculture,0.614,0.649,39.6,482.4,Low,train,synthetic,1,"age,txn_count",2022-01-23 14:00:00,MODIS,MH-NGP
HH_00543,26.358503422029283,83.28185869323453,VLG_015,Rabi,2025,29,F,Graduate+,2.64,15,2228.59,0,0.069,0.426,Medium,6.27,Loamy,1.41,0.58,Agriculture,0.44,0.67,35.3,678.3,Medium,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-01-23 15:00:00,MODIS,BR-PTN
HH_00544,26.09064120228948,81.26054708980801,VLG_087,Kharif,2025,58,F,Secondary,3.06,13,189.59,1,0.076,0.541,Low,6.9,Clayey,1.3,0.77,Barren,0.41,0.102,35.2,364.6,Low,train,synthetic,0,"age,txn_count",2022-01-23 16:00:00,MODIS,BR-PTN
HH_00545,24.790813590164202,75.75278716651674,VLG_077,Kharif,2025,59,M,None,2.41,4,831.47,0,0.279,0.737,Medium,7.13,Sandy,1.33,0.71,Agriculture,0.262,0.239,28.4,487.9,Medium,train,synthetic,0,"age,txn_count",2022-01-23 17:00:00,Sentinel-2,MH-NGP
HH_00546,23.567787960998146,76.12397027176013,VLG_089,Zaid,2022,34,M,Primary,2.5,15,717.06,0,0.533,0.525,Low,5.7,Sandy,1.36,1.01,Forest,0.224,0.536,35.8,417.0,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-23 18:00:00,Sentinel-2,MP-GWL
HH_00547,26.357865977963996,75.49308987109825,VLG_071,Rabi,2025,36,F,None,0.08,13,323.63,0,0.423,0.757,Medium,6.35,Clayey,1.22,0.79,Agriculture,0.238,0.578,32.1,591.2,Medium,train,synthetic,0,"age,txn_count",2022-01-23 19:00:00,Landsat-8,MP-GWL
HH_00548,25.601538504518967,77.57479216492469,VLG_013,Zaid,2023,53,M,Primary,1.17,8,2142.83,0,0.046,0.503,Low,6.32,Loamy,1.43,0.87,Forest,0.325,0.412,31.5,712.1,Medium,train,synthetic,0,"ndvi,soc_percent",2022-01-23 20:00:00,MODIS,BR-PTN
HH_00549,26.861591958678197,76.35661467160378,VLG_030,Rabi,2023,24,F,Primary,3.41,9,2239.98,0,0.428,0.699,Low,6.49,Loamy,1.16,0.82,Forest,0.313,0.298,36.7,438.8,High,train,satellite,0,"ndvi,soc_percent",2022-01-23 21:00:00,MODIS,BR-PTN
HH_00550,25.600817505559966,77.60048040252434,VLG_065,Zaid,2025,26,F,Primary,5.44,8,208.68,0,0.313,0.5,Low,6.72,Clayey,1.38,0.13,Forest,0.75,0.305,30.9,703.4,Low,train,synthetic,0,"age,txn_count",2022-01-23 22:00:00,MODIS,MP-GWL
HH_00551,27.2609075015927,78.85058055718962,VLG_067,Kharif,2023,25,M,None,0.52,12,205.94,0,0.324,0.581,Low,7.54,Sandy,1.19,0.81,Agriculture,0.274,0.422,27.4,585.0,Medium,test,synthetic,1,"age,txn_count",2022-01-23 23:00:00,MODIS,MP-GWL
HH_00552,25.759534193872426,84.42982784071135,VLG_064,Zaid,2022,42,M,Secondary,1.73,11,969.32,1,0.365,0.605,High,5.82,Sandy,1.16,0.79,Agriculture,0.736,0.102,37.7,881.2,Medium,test,satellite,0,"age,txn_count",2022-01-24 00:00:00,MODIS,UP-KNP
HH_00553,25.80468985767693,81.10376059781692,VLG_054,Kharif,2024,24,M,None,3.26,12,2621.72,0,0.4,0.653,Medium,5.88,Clayey,1.22,0.95,Barren,0.508,0.515,33.1,614.9,Medium,train,survey,0,"psychometric_resilience,agri_input_spend",2022-01-24 01:00:00,MODIS,BR-PTN
HH_00554,27.383268013291726,83.34973785682962,VLG_083,Rabi,2023,59,M,Primary,2.79,11,737.22,0,0.184,0.7,Medium,6.92,Sandy,1.36,0.94,Barren,0.872,0.443,28.5,445.8,Low,train,synthetic,0,"age,txn_count",2022-01-24 02:00:00,Landsat-8,MP-GWL
HH_00555,25.017414331061985,82.10351500712332,VLG_077,Rabi,2025,25,M,None,1.93,11,1615.16,0,0.1,0.655,Medium,6.71,Sandy,1.2,0.26,Agriculture,0.623,0.405,32.2,720.0,Medium,train,satellite,0,"psychometric_resilience,agri_input_spend",2022-01-24 03:00:00,Sentinel-2,MH-NGP
HH_00556,23.670076142253205,76.12503130526632,VLG_039,Kharif,2024,41,M,Primary,0.04,11,621.85,0,0.235,0.554,Medium,6.28,Loamy,1.39,0.47,Agriculture,0.591,0.219,33.9,472.4,High,test,survey,0,"age,txn_count",2022-01-24 04:00:00,Sentinel-2,MH-NGP
HH_00557,23.143913381566694,82.35920406373948,VLG_024,Rabi,2024,34,M,None,2.57,6,2753.43,1,0.49,0.853,Low,6.32,Loamy,1.3,0.82,Barren,0.65,0.205,27.8,463.4,Low,test,synthetic,0,"age,txn_count",2022-01-24 05:00:00,MODIS,RJ-BHL
HH_00558,26.775686278368095,77.75098881559124,VLG_024,Zaid,2025,29,M,Secondary,2.97,12,1446.85,0,0.134,0.209,High,6.44,Loamy,1.18,0.96,Forest,0.546,0.162,30.9,531.8,High,validation,synthetic,1,"psychometric_resilience,agri_input_spend",2022-01-24 06:00:00,MODIS,UP-KNP
HH_00559,26.101547756767324,81.39107846994706,VLG_002,Kharif,2023,63,F,Primary,2.57,9,210.77,0,0.738,0.456,Low,6.72,Sandy,1.27,0.71,Agriculture,0.6,0.648,31.9,562.2,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-24 07:00:00,MODIS,MH-NGP
HH_00560,26.520398840496117,78.40961973642989,VLG_068,Rabi,2022,48,F,None,2.9,10,1198.29,0,0.233,0.277,High,6.83,Sandy,1.38,0.95,Agriculture,0.694,0.621,22.1,616.3,Medium,train,synthetic,0,"age,txn_count",2022-01-24 08:00:00,Sentinel-2,BR-PTN
HH_00561,24.064820807544553,84.97672263264658,VLG_025,Zaid,2023,29,F,None,1.13,8,683.63,1,0.366,0.525,High,6.95,Loamy,1.43,1.39,Agriculture,0.791,0.448,40.6,454.2,Medium,train,synthetic,0,"age,txn_count",2022-01-24 09:00:00,MODIS,RJ-BHL
HH_00562,23.68185737793385,77.63551479496778,VLG_039,Zaid,2023,19,M,Primary,10.15,8,267.87,0,0.278,0.362,Medium,7.15,Loamy,1.37,0.95,Agriculture,0.845,0.263,40.3,524.8,Medium,train,synthetic,0,"ndvi,soc_percent",2022-01-24 10:00:00,MODIS,MH-NGP
HH_00563,23.07272332833941,77.7913047077427,VLG_037,Rabi,2022,29,M,None,2.95,9,1440.43,0,0.398,0.608,Low,6.97,Sandy,1.4,1.22,Forest,0.682,0.555,32.7,509.6,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-24 11:00:00,Sentinel-2,BR-PTN
HH_00564,24.752937794032984,84.30672255562398,VLG_037,Rabi,2024,44,F,Primary,1.73,9,688.94,0,0.296,0.81,Medium,6.4,Sandy,1.3,0.72,Agriculture,0.842,0.189,33.3,650.5,High,train,satellite,0,"age,txn_count",2022-01-24 12:00:00,MODIS,UP-KNP
HH_00565,25.949588434273167,75.24644404636322,VLG_067,Zaid,2022,63,F,Primary,5.44,11,734.22,0,0.469,0.625,High,5.82,Loamy,1.26,0.99,Agriculture,0.581,0.587,33.4,453.1,High,test,synthetic,0,"ndvi,soc_percent",2022-01-24 13:00:00,Sentinel-2,RJ-BHL
HH_00566,24.96122022549866,81.96688987873196,VLG_006,Kharif,2022,24,M,Secondary,4.78,8,560.12,0,0.114,0.453,Low,6.1,Loamy,1.28,1.11,Water,0.365,0.59,27.5,361.0,High,train,survey,0,"ndvi,soc_percent",2022-01-24 14:00:00,Landsat-8,RJ-BHL
HH_00567,25.187374610118646,82.25326390735879,VLG_093,Rabi,2025,30,M,Graduate+,3.37,5,479.77,0,0.106,0.503,Medium,5.49,Sandy,1.44,1.11,Agriculture,0.437,0.272,34.7,435.8,Low,train,synthetic,0,"age,txn_count",2022-01-24 15:00:00,MODIS,BR-PTN
HH_00568,27.520793472468743,83.36378577410399,VLG_029,Rabi,2025,53,F,Primary,1.66,10,2365.46,0,0.078,0.478,Low,7.6,Loamy,1.21,0.19,Forest,0.804,0.394,28.0,532.1,Medium,validation,synthetic,0,"age,txn_count",2022-01-24 16:00:00,Sentinel-2,UP-KNP
HH_00569,24.7412773351165,84.74439310638475,VLG_018,Kharif,2023,18,F,Secondary,1.5,8,2390.54,0,0.183,0.277,High,7.13,Loamy,1.31,0.63,Water,0.651,0.468,22.7,649.2,High,train,synthetic,0,"age,txn_count",2022-01-24 17:00:00,Landsat-8,MP-GWL
HH_00570,25.569947445799055,84.75601919156652,VLG_034,Kharif,2025,52,M,Secondary,0.8,13,1200.61,0,0.041,0.628,High,6.24,Sandy,1.34,1.06,Agriculture,0.395,0.222,31.7,737.5,Medium,train,synthetic,0,"ndvi,soc_percent",2022-01-24 18:00:00,Landsat-8,BR-PTN
HH_00571,26.918265063705714,75.65276757566464,VLG_032,Rabi,2022,47,F,Graduate+,0.58,6,718.44,0,0.227,0.498,Medium,6.81,Loamy,1.28,0.36,Agriculture,0.604,0.302,31.2,415.7,Medium,train,synthetic,0,"ndvi,soc_percent",2022-01-24 19:00:00,Sentinel-2,BR-PTN
HH_00572,24.98271391160635,83.21839322752902,VLG_032,Kharif,2022,48,F,None,1.44,14,2869.03,0,0.304,0.898,Medium,6.43,Loamy,1.43,0.55,Agriculture,0.665,0.459,40.3,376.3,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-24 20:00:00,Landsat-8,MH-NGP
HH_00573,26.11043350113937,81.46309933657382,VLG_077,Zaid,2025,34,F,Secondary,1.72,8,1192.83,0,0.357,0.387,Low,6.88,Clayey,1.34,0.97,Forest,0.899,0.431,28.7,572.9,Medium,train,satellite,0,"psychometric_resilience,agri_input_spend",2022-01-24 21:00:00,Sentinel-2,BR-PTN
HH_00574,27.311818543733725,81.4734213437309,VLG_037,Zaid,2025,25,F,Graduate+,0.56,14,744.08,0,0.433,0.255,Medium,6.78,Sandy,1.32,0.58,Agriculture,0.555,0.364,30.9,496.4,Low,train,synthetic,0,"ndvi,soc_percent",2022-01-24 22:00:00,MODIS,BR-PTN
HH_00575,27.74760311828821,76.28349926614695,VLG_009,Zaid,2025,20,M,Primary,5.12,14,425.63,0,0.15,0.859,Medium,6.44,Clayey,1.32,0.45,Barren,0.831,0.238,30.2,525.6,Low,train,synthetic,0,"age,txn_count",2022-01-24 23:00:00,Sentinel-2,MP-GWL
HH_00576,23.73536740464519,81.50187166445653,VLG_056,Rabi,2022,27,F,Primary,1.63,8,2468.8,0,0.176,0.821,Low,6.58,Loamy,1.41,1.21,Barren,0.438,0.422,29.1,814.4,High,validation,synthetic,0,"age,txn_count",2022-01-25 00:00:00,MODIS,UP-KNP
HH_00577,27.63293812580747,84.82482580601248,VLG_027,Kharif,2024,51,F,Graduate+,1.5,11,915.94,1,0.523,0.176,Medium,6.23,Sandy,1.26,0.65,Forest,0.647,0.322,27.7,400.8,Medium,train,synthetic,0,"age,txn_count",2022-01-25 01:00:00,MODIS,MH-NGP
HH_00578,25.46058146539769,84.11818569539447,VLG_077,Zaid,2024,39,F,Secondary,1.14,10,2150.12,0,0.572,0.543,Medium,6.77,Clayey,1.23,0.47,Agriculture,0.755,0.224,28.6,568.8,Medium,validation,synthetic,0,"age,txn_count",2022-01-25 02:00:00,Sentinel-2,UP-KNP
HH_00579,24.29122194149479,79.39130660804851,VLG_099,Kharif,2025,21,F,Primary,0.12,8,1722.77,1,0.164,0.479,Low,5.57,Sandy,1.35,0.47,Agriculture,0.852,0.281,33.2,671.1,Low,train,synthetic,0,"ndvi,soc_percent",2022-01-25 03:00:00,Landsat-8,BR-PTN
HH_00580,25.295678781191306,75.39947973286094,VLG_037,Zaid,2023,49,F,Secondary,4.28,11,2135.92,0,0.036,0.509,Medium,6.74,Sandy,1.36,1.18,Water,0.538,0.242,27.9,480.3,Medium,train,synthetic,0,"ndvi,soc_percent",2022-01-25 04:00:00,MODIS,UP-KNP
HH_00581,27.900162876427387,78.62293490000205,VLG_015,Kharif,2023,46,M,Primary,0.76,9,163.1,1,0.393,0.777,High,5.76,Clayey,1.36,0.9,Agriculture,0.799,0.327,43.4,753.7,Low,train,satellite,0,"ndvi,soc_percent",2022-01-25 05:00:00,Landsat-8,RJ-BHL
HH_00582,25.46309046996435,83.26390311600555,VLG_020,Zaid,2024,63,M,None,2.06,12,2001.41,0,0.133,0.845,Low,6.49,Loamy,1.07,1.2,Water,0.567,0.678,31.3,825.0,Low,validation,synthetic,0,"ndvi,soc_percent",2022-01-25 06:00:00,Landsat-8,UP-KNP
HH_00583,24.64375805143754,82.01499101465166,VLG_091,Zaid,2025,28,F,Primary,1.87,9,321.08,0,0.327,0.632,Low,6.55,Loamy,1.3,0.72,Barren,0.654,0.662,44.1,572.8,Medium,train,synthetic,1,"age,txn_count",2022-01-25 07:00:00,Landsat-8,RJ-BHL
HH_00584,26.16700427158363,79.59343655593956,VLG_096,Zaid,2022,63,M,Primary,1.76,10,417.69,0,0.279,0.85,Low,6.63,Sandy,1.31,0.83,Agriculture,0.369,0.497,29.0,830.7,High,train,synthetic,0,"ndvi,soc_percent",2022-01-25 08:00:00,Sentinel-2,MH-NGP
HH_00585,24.200728093890966,75.5510153515883,VLG_005,Zaid,2023,30,M,Secondary,1.49,3,1298.45,0,0.152,0.556,Low,6.09,Sandy,1.37,0.53,Barren,0.777,0.548,23.1,619.3,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-25 09:00:00,Landsat-8,BR-PTN
HH_00586,23.37931664054332,79.26894727823303,VLG_040,Zaid,2023,21,M,Primary,0.4,16,1177.4,0,0.176,0.912,High,6.11,Sandy,1.19,1.08,Water,0.878,0.336,34.5,442.7,Medium,test,synthetic,0,"age,txn_count",2022-01-25 10:00:00,Sentinel-2,BR-PTN
HH_00587,23.644398609553246,79.69024939717883,VLG_014,Zaid,2022,19,F,Secondary,0.66,7,1079.89,0,0.4,0.597,Medium,6.72,Loamy,1.36,0.49,Agriculture,0.745,0.565,28.9,727.6,Low,train,satellite,0,"age,txn_count",2022-01-25 11:00:00,MODIS,UP-KNP
HH_00588,23.640229194788862,84.28555532894136,VLG_002,Zaid,2022,51,M,Primary,1.49,12,384.72,0,0.363,0.583,Low,6.22,Sandy,1.24,1.35,Agriculture,0.389,0.609,27.7,443.9,Low,train,survey,1,"psychometric_resilience,agri_input_spend",2022-01-25 12:00:00,Sentinel-2,RJ-BHL
HH_00589,23.759513467561472,81.4108610358216,VLG_042,Zaid,2025,60,F,Primary,3.12,17,248.12,1,0.238,0.36,High,6.99,Loamy,1.29,0.47,Agriculture,0.251,0.579,23.7,414.3,Low,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-25 13:00:00,Sentinel-2,UP-KNP
HH_00590,23.694135863247052,78.11652916654648,VLG_046,Zaid,2022,39,M,None,1.13,15,2138.78,0,0.156,0.273,Low,6.47,Loamy,1.44,0.4,Forest,0.241,0.217,30.4,717.0,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-25 14:00:00,Sentinel-2,UP-KNP
HH_00591,26.204373724016072,80.25318264450722,VLG_098,Kharif,2022,22,M,Primary,0.46,9,1246.21,0,0.454,0.49,High,6.5,Loamy,1.32,0.9,Agriculture,0.701,0.593,38.5,487.8,Medium,validation,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-25 15:00:00,MODIS,MH-NGP
HH_00592,23.909400421995723,75.6605530782216,VLG_013,Kharif,2022,26,M,Secondary,0.18,6,869.44,0,0.355,0.327,Medium,6.45,Sandy,1.32,0.57,Agriculture,0.751,0.588,32.9,861.2,High,test,synthetic,0,"age,txn_count",2022-01-25 16:00:00,Sentinel-2,MH-NGP
HH_00593,24.728336416619317,84.72568235649737,VLG_065,Rabi,2024,37,M,None,2.18,16,2476.44,0,0.323,0.879,Medium,6.69,Loamy,1.36,0.65,Agriculture,0.666,0.528,31.4,348.2,High,train,synthetic,0,"age,txn_count",2022-01-25 17:00:00,Landsat-8,BR-PTN
HH_00594,27.483942049530057,78.60059901930725,VLG_028,Zaid,2022,38,F,Secondary,1.1,15,1773.52,0,0.372,0.268,Medium,6.49,Loamy,1.37,1.11,Agriculture,0.668,0.607,30.5,748.2,Medium,train,satellite,0,"ndvi,soc_percent",2022-01-25 18:00:00,MODIS,UP-KNP
HH_00595,25.369808201314363,79.77867354913136,VLG_003,Kharif,2023,34,F,None,0.27,9,1905.5,1,0.079,0.3,Low,6.65,Sandy,1.03,1.25,Agriculture,0.843,0.605,39.2,579.2,Medium,validation,survey,0,"age,txn_count",2022-01-25 19:00:00,MODIS,BR-PTN
HH_00596,26.337788692605137,78.55283974236923,VLG_025,Kharif,2025,29,F,None,2.24,7,1082.8,1,0.383,0.717,Medium,7.37,Loamy,1.39,0.82,Agriculture,0.512,0.446,31.0,278.0,Medium,train,satellite,0,"ndvi,soc_percent",2022-01-25 20:00:00,Landsat-8,MH-NGP
HH_00597,23.86159935600815,81.825117301162,VLG_011,Kharif,2025,45,M,None,0.47,5,196.07,1,0.518,0.232,Medium,7.35,Loamy,1.43,0.71,Agriculture,0.546,0.505,27.3,768.7,Low,train,synthetic,0,"ndvi,soc_percent",2022-01-25 21:00:00,Sentinel-2,BR-PTN
HH_00598,23.961445094043356,81.62232158329593,VLG_001,Kharif,2025,35,F,Secondary,1.42,12,305.74,0,0.219,0.546,Medium,6.85,Loamy,1.31,0.7,Agriculture,0.371,0.308,30.8,456.5,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-25 22:00:00,MODIS,UP-KNP
HH_00599,23.204343081332393,82.15322310529136,VLG_016,Kharif,2024,20,M,None,0.73,8,219.77,0,0.231,0.932,High,5.51,Loamy,1.12,0.93,Agriculture,0.9,0.169,32.6,235.6,High,train,synthetic,0,"ndvi,soc_percent",2022-01-25 23:00:00,Landsat-8,MP-GWL
HH_00600,23.844675315360824,77.68143229611921,VLG_034,Kharif,2023,22,M,Secondary,5.37,11,562.44,1,0.072,0.273,Medium,6.12,Sandy,1.23,0.1,Forest,0.861,0.422,29.4,870.8,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-26 00:00:00,Landsat-8,BR-PTN
HH_00601,24.392951695159795,78.15668481164066,VLG_009,Rabi,2022,31,F,Secondary,0.52,7,1511.8,1,0.425,0.87,Medium,6.56,Clayey,1.18,0.77,Forest,0.364,0.414,21.0,721.2,High,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-26 01:00:00,Sentinel-2,MP-GWL
HH_00602,23.885052421383733,76.25251231096208,VLG_085,Kharif,2023,43,F,Primary,1.09,9,605.31,0,0.218,0.437,Low,6.21,Clayey,1.31,0.48,Forest,0.359,0.577,30.5,554.3,Medium,train,synthetic,1,"psychometric_resilience,agri_input_spend",2022-01-26 02:00:00,MODIS,UP-KNP
HH_00603,23.443512668785278,81.55509971846112,VLG_042,Rabi,2025,36,M,Primary,6.41,11,1170.14,0,0.202,0.895,High,6.69,Clayey,1.31,0.88,Barren,0.741,0.215,35.3,789.8,Medium,test,synthetic,0,"ndvi,soc_percent",2022-01-26 03:00:00,Landsat-8,MH-NGP
HH_00604,23.603179355503006,75.39797127335653,VLG_020,Rabi,2022,58,M,Primary,0.77,11,509.94,0,0.127,0.386,High,6.51,Loamy,1.41,0.74,Forest,0.33,0.61,29.4,612.1,High,validation,satellite,0,"psychometric_resilience,agri_input_spend",2022-01-26 04:00:00,Landsat-8,MH-NGP
HH_00605,25.303893840163628,80.97682335523459,VLG_014,Zaid,2025,34,F,Graduate+,2.07,9,833.41,0,0.175,0.426,Medium,6.46,Loamy,1.44,0.83,Agriculture,0.341,0.575,29.4,624.3,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-26 05:00:00,MODIS,MH-NGP
HH_00606,24.031668592028964,83.69695884851635,VLG_034,Zaid,2025,56,M,Primary,0.76,10,494.5,0,0.279,0.704,Medium,6.4,Sandy,1.55,0.85,Barren,0.799,0.537,36.3,839.0,High,train,satellite,0,"psychometric_resilience,agri_input_spend",2022-01-26 06:00:00,Landsat-8,RJ-BHL
HH_00607,24.82134930524038,83.90832148289634,VLG_084,Zaid,2025,59,F,None,0.23,10,910.94,0,0.404,0.707,Low,5.87,Clayey,1.23,0.92,Forest,0.616,0.21,35.8,649.8,Medium,test,satellite,1,"age,txn_count",2022-01-26 07:00:00,MODIS,BR-PTN
HH_00608,25.517086354274284,79.49037760369961,VLG_084,Kharif,2023,21,Other,Primary,1.98,14,586.04,0,0.065,0.576,Medium,6.39,Sandy,1.3,0.56,Forest,0.396,0.292,30.4,766.6,Medium,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-26 08:00:00,MODIS,UP-KNP
HH_00609,26.451974143146828,79.59303688213073,VLG_084,Zaid,2023,59,F,Secondary,4.95,6,522.44,0,0.269,0.603,Low,7.08,Sandy,1.3,1.15,Agriculture,0.481,0.351,29.6,523.2,Medium,train,synthetic,1,"age,txn_count",2022-01-26 09:00:00,MODIS,BR-PTN
HH_00610,23.196560699205495,75.76969183008018,VLG_059,Kharif,2025,52,M,Secondary,1.21,6,1101.4,0,0.458,0.861,High,6.58,Clayey,1.23,0.84,Agriculture,0.32,0.1,24.3,403.7,Medium,test,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-26 10:00:00,Sentinel-2,RJ-BHL
HH_00611,26.997051994545213,81.70765025443036,VLG_043,Kharif,2025,41,F,Graduate+,1.97,5,98.14,0,0.27,0.636,Medium,6.96,Loamy,1.33,0.86,Agriculture,0.615,0.22,33.0,552.9,Low,train,synthetic,0,"psychometric_resilience,agri_input_spend",2022-01-26 11:00:00,Landsat-8,MH-NGP
